许可经营业务,发证机关,状态,营业许可证号,英文名称,经营场所,许可文号,法人,出资人,行政区划代码,旅行社名称,统一社会信用代码,办理时间
境内旅游业务,浙江省文化和旅游厅,有效,L-ZJ31862,guangchuang tourism,浙江省宁波市海曙区江厦街道开明街4号广电大厦12楼,浙旅许可(2023)136号,牟英武,宁波广电传媒集团有限公司,330000,宁波广创旅游会展有限公司,91330200MA2H4AM72M,2023-04-28
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ31506,"wenzhou huaxia airlines service co.,ltd",浙江省温州市鹿城区南汇街道新城大道发展大厦502室-2,浙旅许可(2021)190号,陈鹏,"宁波荜蓝企业管理合伙企业（有限合伙）,温州侠客行企业管理有限公司",330000,温州华夏航空服务有限公司,913303027707299494,2023-12-06
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32005,"lishui zhongchen tourism co., ltd",浙江省丽水市莲都区城北街 368 号绿谷信息产业园山山梦想城b座312室,浙旅许可(2023)280号,陈君瑜,陈君瑜,330000,丽水市中宸旅游有限公司,91331102MACH7DFJ9K,2023-07-12
"国内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31156,"hangzhou jinnuo studies tourism co.,ltd.",浙江省杭州市临安区锦城街道城中街610-638（1幢302）,浙旅许可(2020)35号,娄敏,"娄敏,应怡楠",330000,杭州金诺研学旅游有限公司,91330185MA2CEE2335,2020-03-25
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02080,暂无,萧山区瓜沥镇进化村,浙旅许可(2012)135号,李辉,施洪峰/李辉,330000,杭州诗画旅行社有限公司,9133010959956803XG,2014-10-17
国内旅游业务,浙江省旅游局,有效,L-ZJ01906,暂无,长兴县龙山大道441-443号,浙旅许可(2011)216号,李加俊,李加俊/徐秋兰,330000,长兴山农旅行社有限公司,91330522585031215C,2013-09-11
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01106,暂无,温州市文成县大学镇城南路122-126号,浙旅许可(2009)1106号,胡碎叶,赵雪蕾/胡碎叶,330000,文成县好日子旅行社有限公司,913303287664297916,2009-08-24
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32178,"hangzhou niupitang international travel agency co.,ltd.",浙江省杭州市淳安县千岛湖镇睦州大道669号啤酒乐园7幢101室,浙旅许可(2023)455号,余爱平,杭州千峰投资有限公司,330000,杭州牛啤堂国际旅行社有限公司,91330102352446612W,2023-12-20
国内旅游业务,浙江省旅游局,有效,L-ZJ02097,"ningbo yunyou international travel agency co.,ltd",浙江省宁波市鄞州区中兴路717号（13-33）,浙旅许可(2012)152号,沈燕娜,暂无,330000,宁波云游国际旅行社有限公司,91330212599495889K,2018-01-31
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01230,暂无,台州市黄岩劳动北路1号（黄岩大厦三楼）,浙旅许可(2009)1228号,徐伟斌,徐伟斌/黄冬莲/徐伟平,330000,黄岩光大旅行有限公司,91331003729103688J,2009-09-10
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30904,"Hangzhou Chao-u International Travel Service Co.,Ltd.",浙江省杭州市上城区清泰街507，509号富春大厦708室,浙旅许可(2019)14号,王超,王超,330000,杭州超悠国际旅行社有限公司,91330102MA2CER8029,2019-01-10
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ31498,"ningbo xiangsheng international travel service co.,ltd.",浙江省宁波市镇海区庄市街道清泉花园5幢兴庄路266号,浙旅许可（2021）182号,蒋波,"蒋颖,蒋波",330000,宁波祥升国际旅行社有限公司,91330211MA2KPMQF3P,2021-11-29
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30919,"Jiaxing Hongyi Study Travel Agency Co.,Ltd.",浙江省嘉兴市秀洲区大树花园三期16幢营业用房106F206号,浙旅许可(2019)29号,罗李,"罗李,胡兴礼,李旺余",330000,嘉兴弘毅研学旅行社有限公司,91330411MA2BBWKD1E,2019-01-25
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ01325,暂无,江山市虎山街道南门路19号,浙旅许可(2009)1323号,吴孔兴,"吴孔兴,杨俊",330000,江山市江郎山旅游有限公司,91330881704632663N,2013-06-18
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31799,"jiaxing shuixiu li agricultural culture and tourism development co., ltd",浙江省嘉兴市秀洲区洪合镇建北村游客服务中心水秀里104号一楼,浙旅许可(2023)72号,徐明荣,"嘉兴市秀洲区洪合镇建北村股份经济合作社,嘉兴市蒲公英旅游文化有限公司,嘉兴市田申祥云农业服务有限公司",330000,嘉兴水秀里农文旅发展有限公司,91330411MABYYDTB3R,2023-03-22
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01313,"CI XI HAPPY INTERNATIONAL TRAVEL SERVICE CO.,LTD",慈溪市浒山街道三北大街897-899号,浙旅许可(2009)1311号,方金炉,暂无,330000,慈溪快乐国际旅行社有限公司,91330282796047233P,2017-01-13
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02506,暂无,聚贤路688号永欣希尔顿逸林酒店二楼201室,浙旅许可(2014)134号,李火珍,李火珍/越朝晖,330000,嘉兴逸林旅行社有限公司,9133041131358190XC,2014-11-27
"国内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ30643,"zhoushan haiyou  travel  service co.,ltd",浙江省舟山市岱山县衢山镇四平村解放路25号右边一幢,浙旅许可(2018)24号,李晓霞,李晓霞,330000,舟山海友旅行社有限公司,91330921MA28KXKY2R,2018-02-06
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02341,"Hangzhou Wan Jing international Travel co.,Ltd",杭州经济技术开发区8号大街1号中策园6号标准厂房505号,浙旅许可(2013)175号,肖静,肖静,330000,杭州万景国际旅游有限公司,913301010821110962,2015-09-16
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ00791,"cixi everbright ieternational travel agency co., ltd",浙江省慈溪市浒山街道孙塘南路56-1、56-2号（和田雅园）,浙旅许可（2009）791号,岑建义,"罗科芳,岑建义,陆燕燕,虞小旦,周蓓蓓,丁文军,叶杰敏",330000,慈溪光大国际旅行社有限公司,91330282681068595F,2015-01-09
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01719,暂无,桐乡市广福路87-89号  玫瑰花园2期3幢S3号,浙旅许可(2011)29号,王燕,王燕/徐雪明,330000,桐乡市梧桐水乡旅游有限公司,91330483569367798F,2011-01-31
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01947,hangzhou  zizai  travel  service  co、ltd,浙江省杭州市上城区惠明路75-5-2-402室,浙旅许可(2012)2号,孙继明,"浙江自在旅业集团有限公司,程启祥,沈玉林,舟山康辉国际旅行社有限公司",330000,杭州自在旅行社有限公司,91330108589863238X,2014-04-11
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00860,暂无,路桥区西路桥大道421-427号,浙旅许可(2009)860号,戴盈江,戴素玲/戴盈江,330000,台州市商都国际旅行社有限公司,91331004786414554C,2016-10-25
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ31134,"hangzhou yicheng travel service co.,ltd.",浙江省杭州市上城区清泰街346号雪峰大厦910室,浙旅许可(2020)9号,江利红,"江利红,陈伟",330000,杭州易程国际旅行社有限公司,91330102MA2H1DTU7C,2020-01-21
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30502,"ChangXing XingYouTianXia Travel Service Co.,Ltd.",浙江省湖州市长兴县雉城街道长海路295号,浙旅许可(2017)118号,王丹,周彩莲,330000,长兴行游天下旅行社有限公司,91330522MA29J5QM11,2017-10-26
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32141,"jiaxing qingyun international travel agency co., ltd.",浙江省嘉兴市桐乡市梧桐街道中山西路882号,浙旅许可(2023)417号,费燊杰,"费燊杰,徐斌杰",330000,嘉兴市青云国际旅行社有限责任公司,91330483MACYK9AL98,2023-11-16
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00274,暂无,杭州市文一路78号（浙江行政学院内）,浙旅许可(2009)274号,施惠峰,浙江行政学院,330000,浙江人文旅行社,91330000142922561Y,2009-07-14
境内旅游业务,浙江省文化和旅游厅,有效,L-ZJ31543,"huzhou rock scene holiday travel agency co.,ltd",浙江省湖州市长兴县龙山街道龙山大道277号-1,浙旅许可(2022)35号,李启伟,"李加俊,李启伟,王静,翟江峰",330000,湖州磐景假期旅行社有限公司,91330522MA7AT3LU4T,2022-03-11
国内旅游业务,浙江省旅游局,有效,L-ZJ30260,Source of civilized travel agency co LTD及SCTA co LTD,开化县齐溪镇龙顶街7号,浙旅许可(2016)58号,江建峰,江建峰/汪耀金,330000,开化县源头旅行社有限公司,91330824MA28F42X3X,2016-05-13
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ02109,"Yong Jia NanXiJiang ShiShang Travel Service Co.,Ltd.",永嘉县瓯北街道和田大厦A幢一楼店面109号,浙旅许可(2012)164号,胡良武,"胡良武,胡丹",330000,永嘉县楠溪江时尚旅行社有限公司,913303240555096055,2018-01-10
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32196,宁波市瑞海旅游发展有限公司,浙江省宁波市宁海县跃龙街道桃园中路159号16楼1602室对面办公室(自主申报）,浙旅许可(2024)1号,储继彬,"储继彬,罗超",330000,宁波市瑞海旅游发展有限公司,91330226MAD7Q7JD59,2024-01-02
国内旅游业务,浙江省旅游局,有效,L-ZJ00877,暂无,绍兴市解放北路19号四楼1-5号,浙旅许可(2009)877号,王国潮,王国潮/冯杏娟,330000,绍兴市光大旅行社有限公司,91330602776459871W,2011-06-27
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02220,"hangzhou tucheng travel agency co.,ltd.",浙江省杭州市西湖区百家园路79号2号楼a215室,浙旅许可(2013)54号,余传晴,"陆珊珊,余传晴",330000,杭州途诚旅行社有限公司,913301060639813287,2013-04-03
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31222,zhoushan newspaper tourism culture co. ltd,中国（浙江）自由贸易试验区舟山市定海区临城街道临长路20号舟山报业传媒大楼a幢2楼206室,浙旅许可(2020)101号,张波涛,舟山报业发行广告有限公司,330000,舟山报业旅游文化有限公司,91330900MA2A3RU001,2020-07-06
国内旅游业务、入境旅游业务、出境旅游业务,浙江省旅游局,有效,L-ZJ-CJ00195,"zhejiang huading international traval co.,ltd",天台县赤城路545号,旅发〔2016〕94号,陆佩霞,"陈丽君,陆佩霞",330000,浙江华顶国际旅行社有限公司,91331023698296156N,2014-08-27
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31710,"hangzhou qiandao lake shanhai culture and tourism development co.,ltd.",浙江省杭州市淳安县千岛湖镇新安东路183号供销大厦写字楼901室,浙旅许可(2022)203号,吴小宏,"淳安千岛湖旅游集团有限公司,杭州西湖文化旅游投资集团有限公司",330000,杭州千岛湖山海文旅发展有限公司,91330127MA2H2A8L78,2022-11-22
国内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ02053,"zhejiang shengtu lnternational travel service  co.,ltd.",浙江省杭州市下城区善贤路4号光阳国际大厦4层4159室,浙旅许可(2012)108号,叶珂,"叶珂,深圳宇诺网络科技有限公司",330000,浙江盛途国际旅行社有限公司,91330102596624200X,2016-08-12
国内旅游业务,浙江省文化和旅游厅,有效,L-ZJ30220,"Xianju Happy Tour Travel Agency Co,Ltd",仙居县安洲街道穿城中路252号仙居广播电视台1楼,浙旅许可(2016)18号,季胜禹,仙居县广视文化传媒有限公司,330000,仙居县乐游天下旅行社有限公司,91331024MA28G5FK8Y,2016-02-17
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01275,暂无,东阳市吴宁街道吉祥路10号,浙旅许可(2009)1273号,吴芳,"吴芳,许翰坤",330000,东阳市中青国际旅游有限公司,91330783749048866X,2015-08-21
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01989,"TONGXIANG PEACEFUL TRAVELING CO.,LTD.",桐乡市振兴东路781号,浙旅许可(2012)44号,周志鸿,周志鸿,330000,桐乡市和平旅游有限公司,91330483592863941T,2015-08-21
境内旅游业务,浙江省文化和旅游厅,有效,L-ZJ32022,"ningbo dongqing travel agency co., ltd.",浙江省宁波市鄞州区首南街道蝶缘路258号401室-1,浙旅许可(2023)297号,林迪欣,"林迪欣,李明宝",330000,宁波东青旅行社有限公司,91330212MACLKJHD38,2023-07-25
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ31099,"hangzhou qingti travel co.,ltd.",浙江省杭州市余杭区仓前街道文一西路1218号1幢306室,浙旅许可(2019)209号,赵佳,浙江赫玛斯生活科技有限公司,330000,杭州青提旅游有限公司,91330110MA2GPJ2X6H,2019-11-29
国内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ01691,"ningbo global holiday international travel service co.,ltd",宁波市江北区正大路61弄21号2幢9号,浙旅许可（2011）1号,陈宏,"陈宏,张莉莉",330000,宁波市环球假日国际旅行社有限公司,913302055670277229,2011-01-07
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01665,"ningbo happy-tour international travel services co.,ltd",宁波市海曙区中山西路2号21-10,浙旅许可(2010)187号,李姗,李姗/张展,330000,宁波乐游国际旅行社有限公司,91330203563884954M,2017-03-08
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31639,"hangzhou qiandao lake make friends travel agency co.,ltd.",浙江省杭州市淳安县千岛湖镇永兴路279号2层201室,浙旅许可(2022)132号,石磊,"石磊,胡智",330000,杭州千岛湖交个朋友旅行社有限公司,91330127MA7K0KTC5M,2022-07-22
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31613,yuyao china jdtravel angcyco.ltd,余姚市中山北路1252号（东江明珠b）,浙旅许可(2022)105号,郑娜君,郑娜君,330000,余姚市君鼎旅行社有限公司,91330281MA2KQ20L8Y,2022-06-20
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31697,"zhoushan yuanyuan international travel agency co., ltd",浙江省舟山市普陀区东港街道海印路765号海景时代广场1幢603室,浙旅许可(2022)190号,徐姗,"徐姗,杨妍妮",330000,舟山缘圆国际旅行社有限公司,91330900MABPX0G366,2022-10-26
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31681,"hangzhou green international travel service co.,ltd.",浙江省杭州市上城区清泰街346号雪峰大厦710室,浙旅许可(2022)174号,傅牛犇,"任延丽,陈菊瑛,周德云,傅牛犇,杨志龙",330000,杭州绿色国际旅行社有限公司,91330103MA2GMP5720,2022-09-16
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ01621,"zhejiang anyuan travel service co.,ltd.",浙江省杭州市萧山区北干街道山阴路688号恒隆广场1幢杭州众安假日酒店6楼,浙旅许可(2010)143号,江强峰,伯瑞特酒店管理集团有限公司,330000,浙江安源旅行社有限公司,91330109560554984Q,2010-07-30
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ31212,"zhejiang futian holiday (hangzhou) international travel service co. ,ltd.",浙江省杭州市上城区江城路887号联银大厦701室,浙旅许可(2020)91号,程中原,程中原,330000,浙福天下假期（杭州）国际旅行社有限公司,91330101MA2H0JHD29,2020-06-24
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32072,"ningbo xinglu travel service co.,ltd.",浙江省宁波杭州湾新区越新路26号（胜军二手车市场内）,浙旅许可(2023)347号,阮蒙菁,阮蒙菁,330000,宁波兴路旅游客运有限公司,91330201MA2H8PQX3U,2023-09-13
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ01835,"hangzhou hengfeng travel service co.,ltd.",浙江省杭州市萧山区萧绍路1128号华蔚贵创大厦8层10号（自主分割）,浙旅许可(2011)145号,杜秀红,"杜秀红,杜建乔",330000,杭州恒丰旅行社有限公司,913301095802521823,2011-07-25
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32062,"wenzhou qihang culture and tourism co., ltd",浙江省温州市龙港市锦绣名园画意轩2幢商场83号,浙旅许可(2023)337号,徐聿雷,"徐聿雷,蔡志垦",330000,温州起航文旅有限公司,91330383MACMJ5KP8A,2023-09-06
