Academic Year,Institution (English),Institution (Chinese),Level of study (English),Level of study (Chinese),Programme type (English),Programme type (Chinese),Programme name (English),Programme name (Chinese),Areas of Study,Areas of Study (Chinese),Normal programme duration
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Arts (Journalism),文學副學士(新聞學),"Mass Media and Communications, Journalism and Public Relations",大眾傳媒及傳播、新聞及公共關係,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Arts (Marketing),文學副學士(市場學),Business and Management,商業及管理,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Arts (Media Communication),文學副學士(媒體傳播),"Mass Media and Communications, Journalism and Public Relations",大眾傳媒及傳播、新聞及公共關係,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Arts (Music Studies),文學副學士(音樂學),"Arts, Design and Performing Arts",藝術、設計、表演藝術,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Arts (Practical Philosophy),文學副學士（實踐哲學）,Humanities,人文科學,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Arts (Professional Communication and English Studies),文學副學士（專業傳意及英語研究）,Languages and Related Studies,語言及相關科目,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Arts (Tourism and Hospitality Management),文學副學士(旅遊及款待業管理),Services,服務,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Arts (Visual Arts),文學副學士(視覺藝術),"Arts, Design and Performing Arts",藝術、設計、表演藝術,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Creative Digital Media Design),理學副學士(創意數碼媒體設計),Computer Science and Information Technology,電腦科學及資訊科技,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Environmental Conservation Studies),理學副學士(環境保育學),Sciences,理學科,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Financial Technology),理學副學士（金融科技）,Computer Science and Information Technology,電腦科學及資訊科技,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Geography and Resources Management),理學副學士 (地理及資源管理),Social Sciences,社會科學,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Health Sciences),理學副學士（健康科學）,"Medicine, Dentistry and Health Sciences",醫科、牙醫學及健康科學,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Life Science),理學副學士(生命科學),Sciences,理學科,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Nutrition and Food Management),理學副學士(營養與食物管理),Sciences,理學科,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Professional Accountancy),理學副學士(專業會計學),Business and Management,商業及管理,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Psychology),理學副學士(心理學),Social Sciences,社會科學,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Social and Public Policy Studies),理學副學士(社會及公共政策研究),Social Sciences,社會科學,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Society and Wellness Studies),理學副學士（社會與健康研究）,Social Sciences,社會科學,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Sociology and Digital Society),理學副學士（社會學與數碼社會）,Social Sciences,社會科學,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate of Science (Sport and Recreation Studies),理學副學士(運動及康樂學),Services,服務,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,"Bachelor of Arts (Honours) in Creative Writing for Film, Television and New Media (Top-up Degree)",新媒體及影視創意寫作文學士(榮譽)學位課程(銜接學位),"Arts, Design and Performing Arts",藝術、設計、表演藝術,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Cultural Studies and Creative Industries (Top-up Degree),文化研究及創意產業文學士(榮譽)學位課程(銜接學位),Humanities,人文科學,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Commerce (Honours) in Accountancy (Top-up Degree),會計學商學士（榮譽）學位課程（銜接學位）,Business and Management,商業及管理,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Commerce (Honours) in Human Resources Management (Top-up Degree),人力資源管理學商學士(榮譽)學位課程(銜接學位),Business and Management,商業及管理,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Commerce (Honours) in Marketing (Top-up Degree),市場學商學士(榮譽)學位課程(銜接學位),Business and Management,商業及管理,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Social Sciences (Honours) in Environment and Resources Management (Top-up Degree),環境及資源管理社會科學學士(榮譽)學位課程(銜接學位),Social Sciences,社會科學,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Social Sciences (Honours) in Integrated Communication Management (Top-up Degree),綜合傳播管理學社會科學學士(榮譽)學位課程(銜接學位),"Mass Media and Communications, Journalism and Public Relations",大眾傳媒及傳播、新聞及公共關係,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Social Sciences (Honours) in Media and Social Communication (Top-up Degree),媒體及社會傳播社會科學學士(榮譽)學位課程(銜接學位),"Arts, Design and Performing Arts",藝術、設計、表演藝術,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Social Sciences (Honours) in Psychology (Top-up Degree),心理學社會科學學士(榮譽)學位課程(銜接學位),Social Sciences,社會科學,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Social Sciences (Honours) in Social Policy (Top-up Degree),社會政策社會科學學士(榮譽)學位課程(銜接學位),Social Sciences,社會科學,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸會大學國際學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Social Sciences (Honours) in Sport and Recreation Leadership (Top-up Degree),運動及康樂領袖學社會科學學士(榮譽)學位課程(銜接學位),Services,服務,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸會大學持續教育學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Education (Honours) in Early Childhood Education,幼兒教育學教育學士(榮譽)學位課程,Education,教育,4
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸會大學持續教育學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Nursing (Honours),護理學學士（榮譽）學位課程,"Medicine, Dentistry and Health Sciences",醫科、牙醫學及健康科學,5
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸會大學持續教育學院,Sub-degree,副學位,Higher Diploma,高級文憑課程,Higher Diploma in Commercial Design (Jewellery Design and Visual Merchandising),商業設計高級文憑(珠寶設計及商品展示),"Arts, Design and Performing Arts",藝術、設計、表演藝術,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸會大學持續教育學院,Sub-degree,副學位,Higher Diploma,高級文憑課程,Higher Diploma in Data Science,數據科學高級文憑,Computer Science and Information Technology,電腦科學及資訊科技,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸會大學持續教育學院,Sub-degree,副學位,Higher Diploma,高級文憑課程,Higher Diploma in Early Childhood Education,幼兒教育高級文憑,Education,教育,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸會大學持續教育學院,Sub-degree,副學位,Higher Diploma,高級文憑課程,Higher Diploma in Management (Aviation Administration),管理學高級文憑(航空行政管理),Business and Management,商業及管理,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸會大學持續教育學院,Sub-degree,副學位,Higher Diploma,高級文憑課程,Higher Diploma in Management (Justice Administration and Law Enforcement),管理學高級文憑(司法行政與執法),Business and Management,商業及管理,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸會大學持續教育學院,Sub-degree,副學位,Higher Diploma,高級文憑課程,Higher Diploma in Management (Sport and Healthy Living),管理學高級文憑(運動與健康生活),Business and Management,商業及管理,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸會大學持續教育學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business (Sport and Recreation Management),Bachelor of Business (Sport and Recreation Management),Services,服務,1
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸會大學持續教育學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business (Tourism and Event Management),Bachelor of Business (Tourism and Event Management),Services,服務,1
2023/24,Hong Kong Chu Hai College,香港珠海學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Chinese Literature Programme,中國文學 (榮譽) 文學士課程,Languages and Related Studies,語言及相關科目,4
2023/24,Hong Kong Chu Hai College,香港珠海學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in English Studies Programme,英國語文(榮譽)文學士課程,Languages and Related Studies,語言及相關科目,4
2023/24,Hong Kong Chu Hai College,香港珠海學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Journalism and Communication Programme,新聞及傳播 (榮譽) 文學士課程,"Mass Media and Communications, Journalism and Public Relations",大眾傳媒及傳播、新聞及公共關係,4
2023/24,Hong Kong Chu Hai College,香港珠海學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Hons) in Advertising and Corporate Communication Programme,廣告及企業傳播(榮譽)文學士課程,"Mass Media and Communications, Journalism and Public Relations",大眾傳媒及傳播、新聞及公共關係,4
2023/24,Hong Kong Chu Hai College,香港珠海學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Hons) in Communication and Crossmedia Programme,傳播及跨媒體(榮譽)文學士課程,"Mass Media and Communications, Journalism and Public Relations",大眾傳媒及傳播、新聞及公共關係,4
2023/24,Hong Kong Chu Hai College,香港珠海學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Hons) in Creation in Chinese Literary Arts Programme,中文文藝創作(榮譽)文學士課程,Languages and Related Studies,語言及相關科目,4
